order_id,customer_id,order_date,region,category,items,order_value
858,1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,2025-03-28,South,Clothing,6,43.58
859,4ec3f970-956d-40e4-aaa2-6216fada98f5,2025-03-19,North,Toys,3,33.41
860,df41e335-b9ae-48e4-a615-99c8cbf81f86,2025-03-29,South,Electronics,2,102.34
861,98cf1188-06d2-4913-a117-3719b023a0ea,2025-01-02,North,Home,4,59.92
862,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,2025-01-26,South,Clothing,6,50.58
863,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,2025-01-14,North,Electronics,2,125.5
864,0d259caa-b8ad-4d87-ba40-45dd93dfd907,2025-02-28,East,Electronics,4,131.57
865,86341718-2ba6-4db3-bafe-b1149561c813,2025-02-25,East,Clothing,2,45.77
866,c64c9647-9ea7-417c-b89f-7039a107cc46,2025-01-07,North,Clothing,4,47.86
867,d25864f2-25d4-40fc-a154-2765d756ba9c,2025-01-03,South,Home,6,53.3
868,9293f705-0815-4147-be00-980eae441e21,2025-01-23,North,Home,3,83.22
869,30d73df7-1c22-4cea-b355-56a5f2bd92f2,2025-01-18,East,Home,2,69.02
870,6b352f85-504e-4687-b0e7-e75604d9145e,2025-02-07,South,Electronics,1,144.95
871,34323ec6-b0c4-401c-a9b7-c0fa26c432f6,2025-01-15,South,Home,2,86.15
872,9c89d374-c664-45a7-8077-3e33690e7e62,2025-03-05,South,Electronics,4,117.43
873,d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,2025-03-30,West,Electronics,5,110.38
874,b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,2025-01-28,South,Toys,2,17.58
875,8f964685-3514-4890-84c8-6c4623595fa4,2025-03-15,East,Clothing,6,39.48
876,7a768555-a987-4218-bf84-faef5336723b,2025-02-08,South,Sports,3,60.67
877,f4e95734-5052-4700-a077-96a38685abaa,2025-02-26,West,Home,4,69.52
878,887b03e5-e980-4808-b5ac-824c2c55aef7,2025-01-17,East,Home,2,65.01
879,ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,2025-03-27,South,Electronics,4,125.66
880,ae455cc6-b88e-430f-9e1e-994ac5a11f5c,2025-03-31,West,Electronics,2,127.71
881,43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,2025-02-13,South,Electronics,6,113.12
882,f5141058-3138-4975-bbf3-3a349c2dfa97,2025-01-25,West,Sports,5,99.03
883,4c6a70f4-8ede-444d-876c-f68c3f1be0d0,2025-01-17,West,Clothing,3,33.8
884,fb756923-f910-4bb3-b105-32523990e2c9,2025-01-13,North,Clothing,4,60.87
885,b4746349-49fc-4cd8-856b-ad4c4c3077c4,2025-03-25,East,Home,2,76.72
886,7d2f4e58-b47a-4c5b-b0b3-901535102852,2025-01-25,South,Toys,3,31.74
887,8f7c1d59-594b-4a3a-bad4-65a15129950d,2025-03-09,South,Electronics,2,109.54
888,b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,2025-01-10,South,Home,6,79.9
889,92cf6021-1f33-442d-89ac-908746015028,2025-03-08,East,Home,2,76.62
890,e5508ea2-6133-434d-8b0e-8eb1ad371d9e,2025-01-18,North,Sports,3,64.12
891,585abefb-d181-4f77-a500-1423faebcd19,2025-03-27,North,Toys,1,20.52
892,257f7595-cdfb-4db9-85e7-8b23f4613f09,2025-02-03,East,Electronics,2,95.73
893,f48f709c-49a2-4441-8ac4-de854a5b1aff,2025-01-08,North,Toys,1,35.67
894,ec8be537-58ab-4778-943b-45e3b6d1f6bb,2025-02-09,North,Sports,4,63.97
895,bf519362-41a6-4fed-a7ed-c8d8713f8f8c,2025-03-24,North,Electronics,1,117.04
896,d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,2025-02-11,South,Home,5,78.37
897,8fe069b6-eeda-4802-8568-f42689e03e22,2025-02-10,South,Home,2,72.16
898,1bf645f6-2324-4211-8588-fc1bb2384849,2025-01-06,North,Toys,3,36.81
899,3d4196fe-963a-4617-bdab-07e79d9d028e,2025-02-21,West,Electronics,3,107.2
900,e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,2025-01-26,East,Sports,3,92.86
901,3b9b2d45-a350-45e4-b9c5-9df987f255d6,2025-03-05,South,Home,2,68.0
902,548e1f6b-69ce-4e4e-99a6-92c90d700ea4,2025-02-28,South,Sports,3,64.44
903,ae62990c-19bd-4f93-b8ef-7666b7a4c719,2025-02-25,South,Home,1,69.14
904,f6eab3a0-0153-4221-a331-0a28c550eca8,2025-02-28,East,Clothing,6,48.89
905,286ed390-edd9-4a1a-ba58-5b278ce3e7c3,2025-03-11,North,Sports,5,70.37
906,e1721c83-ef5e-4376-a723-fb72682b163a,2025-02-02,North,Sports,5,68.47
907,a689b424-7a3a-40e1-b9c7-73a0e0decc3d,2025-02-22,West,Toys,2,33.11
908,4988e418-f6c3-4218-8183-6315330f8be1,2025-01-22,South,Electronics,2,115.75
909,0f25477d-a559-40e7-8910-fade52380bf2,2025-01-21,South,Clothing,4,49.2
910,a6fd0cb1-16e6-45c0-84cb-294fe86e8e63,2025-03-11,West,Electronics,2,126.03
911,bd1a8f4b-88ff-4d40-bb72-c86d92fa675f,2025-03-11,East,Home,4,110.83
912,098c60b3-efc9-409e-99af-6e09b91e3d6e,2025-01-04,South,Clothing,1,46.88
913,6afa828c-2cd1-4b9f-abe5-841fe9c96c52,2025-03-16,East,Home,2,85.91
914,ef158d5b-2d00-4d05-966d-4627e1dace6a,2025-03-03,North,Clothing,4,60.67
915,d61169a1-ff46-46bf-894d-916deb6d2fed,2025-03-03,East,Toys,3,50.03
916,2fb21e66-7ed1-4aab-89b7-c9bc65a16fa9,2025-01-24,South,Electronics,4,130.45
917,df4e713e-f64e-4dfc-bfbe-ac7aefc59738,2025-02-24,West,Clothing,3,63.08
918,0997623a-e072-4d96-8a1a-81f5ed10f004,2025-01-09,West,Home,2,79.4
919,9a4ffc0c-9165-42ed-8c63-6e95025f5543,2025-01-03,West,Electronics,3,113.48
920,55c551fc-fba5-4cc8-adaf-37661b780ede,2025-01-31,West,Electronics,2,108.53
921,a42d0cd7-fd35-4f6a-b450-388748d90846,2025-02-09,South,Toys,2,38.55
922,e3a68a70-7e71-4b55-8639-bd418b15bd94,2025-02-05,South,Toys,4,20.73
923,811414f8-d9df-4d0e-a25a-ed6cf0458043,2025-01-24,South,Toys,7,31.09
924,cf0e6d2b-315c-467a-85d8-a6ad77d0359e,2025-01-06,East,Toys,2,56.6
925,bb2aa146-2999-494c-94a7-b69b1cd66b09,2025-03-07,West,Electronics,3,121.48
926,b7f60cdf-41dc-4c60-a5f6-0735757b6b29,2025-03-25,North,Home,6,93.39
927,564cfbd2-bc92-4d81-839b-058c2faabe0b,2025-03-16,West,Clothing,3,82.04
928,aca58d95-915a-4c30-8b86-b5a1ca6fbff8,2025-01-04,West,Home,1,77.34
929,9c678393-2ced-4c0d-b173-04b5c1dd484a,2025-03-20,West,Home,5,83.11
930,67ce378f-e5a4-483b-a383-889adb2c6ac8,2025-01-06,West,Home,2,75.47
931,53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,2025-02-20,South,Clothing,2,47.81
932,186b2880-ab54-4a15-a69d-01ff1634725b,2025-03-03,North,Clothing,1,45.71
933,7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,2025-02-26,North,Electronics,2,132.65
934,01bf9e73-3f80-4385-af92-40b652d78f10,2025-03-07,South,Home,4,83.13
935,725d4259-3c4b-4eec-a231-ee7342c2d2eb,2025-03-20,East,Clothing,4,87.7
936,546252e7-f43b-4052-8459-bd6ec0f63229,2025-03-16,West,Clothing,3,74.58
937,92a81713-b90e-444b-951c-25d54d4c5280,2025-01-08,West,Electronics,1,109.03
938,5c0b9b10-a757-4b10-82f5-25b902ed73ce,2025-01-26,East,Sports,3,82.61
939,aaf407f7-0fe7-4149-bc7e-5368b1594847,2025-02-20,North,Electronics,2,115.42
940,28e333b6-4e8a-4c4b-b724-20411e43fbd2,2025-02-14,North,Home,4,98.25
941,ec50ace4-80a5-4e65-afa2-855967c96204,2025-02-13,North,Sports,1,62.7
942,c5144d98-b41c-404f-a346-f415e5267a2b,2025-01-05,South,Clothing,2,44.21
943,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2025-03-11,South,Home,4,68.06
944,5e175b66-4b87-459f-b0cd-7f05ea87855e,2025-01-26,North,Clothing,5,48.83
945,f5159494-3818-4fd3-b889-936a9d5817e8,2025-03-09,South,Clothing,1,47.4
946,74797b61-2737-4b52-ba6a-210722319050,2025-01-19,North,Sports,3,61.41
947,5fa5e0aa-9b11-4530-bd24-7c11bf6b8cdf,2025-03-25,East,Sports,2,82.85
948,e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,2025-01-20,South,Clothing,2,86.94
949,cd4f8b2b-899a-4252-81e1-b94a78883058,2025-01-12,South,Home,3,60.05
950,c3093b6e-37e9-42e2-935a-c07aaa0217d0,2025-02-16,South,Electronics,2,138.95
951,98874bfe-c136-4c65-ae2a-e3413f59e4f2,2025-01-01,West,Home,5,72.83
952,86879aa9-14f5-43d0-8991-2032df85c777,2025-03-31,North,Home,4,85.22
953,5c9deee0-b42a-4456-8736-5a84725e134d,2025-01-14,South,Clothing,4,35.19
954,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,2025-03-05,East,Clothing,4,67.86
955,e723ada3-8c32-4db2-942a-895e0fcf601f,2025-02-07,East,Home,5,49.92
956,89628f6e-929c-43b3-b3c0-8bf18167999f,2025-02-06,West,Electronics,2,124.71
957,dabf984e-53ff-4461-aa1f-1b61265cb9d9,2025-01-11,South,Home,4,83.86
958,ae27d432-1dc1-47eb-b11c-767385351a69,2025-03-18,South,Home,4,82.87
959,7d23d479-9549-4a82-b787-ef8d3495311e,2025-01-03,North,Sports,4,58.98
960,720b274b-82a7-4586-a61d-9cde1747f387,2025-02-02,East,Electronics,5,128.24
961,21c71aa3-7414-43b5-8e3e-25f2cf0671c7,2025-01-06,South,Clothing,2,65.87
962,905c7bdd-74f0-4eae-aa59-43ce836435e3,2025-02-19,North,Toys,2,36.85
963,ac3a812f-765e-4cb5-8f0d-55400ec7d662,2025-01-10,South,Electronics,1,130.08
964,0592bfa5-b928-423f-8ee4-334ece920136,2025-01-05,South,Home,7,78.57
965,00c59f30-d103-4424-8124-1bb4655ce508,2025-01-23,North,Electronics,1,127.93
966,12b2102d-940c-4503-b7c8-6152beed0af9,2025-01-10,East,Clothing,2,58.11
967,b34c6c73-5833-4b30-ac77-6e950b981ccd,2025-02-13,East,Clothing,4,63.25
968,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2025-01-02,North,Home,2,88.62
969,fc737d92-11ab-4d11-a4eb-8000ef40d162,2025-01-13,South,Clothing,3,54.03
970,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,2025-02-09,East,Toys,2,21.49
971,22ab7752-c4db-4a62-ae13-418d68ab80ea,2025-01-02,South,Electronics,2,124.14
972,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,2025-03-25,South,Electronics,3,137.84
973,5fdcabbf-6b9c-471c-b6ba-745ba55871e3,2025-03-06,South,Toys,3,44.49
974,72d35458-61ea-4f30-a42e-707afe2bd987,2025-03-04,East,Clothing,3,64.77
975,60a399d4-e821-4716-aac8-0da1de9f6f5b,2025-03-14,West,Toys,3,39.37
976,f6d22a7b-aec7-4a82-948b-4376602a4e57,2025-01-17,East,Clothing,3,71.09
977,220b9ea9-8a0f-4508-9fe2-c0a0a96b3c42,2025-01-09,North,Sports,3,67.21
978,1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,2025-03-16,South,Home,5,73.19
979,649f7d88-8989-45ab-be2b-34d82db0728d,2025-01-15,West,Sports,2,86.58
980,fa8dae42-ba54-4920-a099-d18087623997,2025-01-24,North,Toys,2,32.04
981,c194f97f-00e3-4026-95b6-de85390239d9,2025-02-07,West,Clothing,3,73.34
982,76876c62-4c61-445e-ba7e-5d9405d1fb63,2025-02-04,West,Electronics,3,136.59
983,6c93a791-8b60-4511-b816-8aebac6a7c85,2025-02-18,North,Home,4,88.5
984,3acb43a3-d2c7-4ffb-a118-433b882ccd1e,2025-03-10,West,Electronics,3,101.26
985,27b608dc-589d-4cb0-b5eb-89c23f5cf2f3,2025-03-03,South,Electronics,2,120.41
986,e00da49d-effa-4002-b040-413c4690fb15,2025-03-01,West,Home,4,76.97
987,083f64c3-1ce3-42f8-83f7-25feb99b2b5a,2025-02-19,South,Clothing,6,52.56
988,9d6b9b62-6b53-4a19-a902-b73fcf39f648,2025-03-19,South,Clothing,3,62.14
989,e39836bb-e23d-4faa-afad-49e9c41c147e,2025-03-16,East,Home,4,91.54
990,1139fa12-34c1-43ea-bd9c-4e6404015ced,2025-01-09,East,Clothing,2,53.12
991,7249f62c-0898-4462-980c-b95c19d45deb,2025-02-03,North,Electronics,5,117.43
992,df495037-b40a-4181-ac09-bdb799086e47,2025-03-17,East,Electronics,4,116.38
993,0b531932-bd94-49aa-bea6-e5b20c760d28,2025-02-04,North,Electronics,3,137.46
994,8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,2025-01-01,South,Clothing,4,56.14
995,c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,2025-02-09,South,Electronics,3,101.48
996,fe54ee4b-80ff-4173-a3df-ecd70e731dd7,2025-03-05,South,Home,2,56.4
997,ea98fef8-d0d7-4e37-bbf2-025f4a0d2b73,2025-01-22,South,Home,2,85.44
998,93d563ae-51a3-4c26-937b-f79bbb44badc,2025-03-01,North,Sports,4,58.59
999,d18183d1-ac2b-4cfc-85c5-1060991121e7,2025-03-05,North,Electronics,5,130.03
1000,e0527739-4d40-4f1b-bca5-be2952171bf3,2025-03-13,North,Clothing,6,40.03
1001,8570b59f-a903-4e67-bc56-8b5324acb722,2025-01-11,South,Clothing,4,51.92
1002,46707cd6-4ced-4164-a9df-14e9389641dd,2025-01-14,West,Sports,3,50.04
1003,97777f10-f2d2-493f-8e85-140d0f9aeb70,2025-03-01,North,Toys,1,46.52
1004,2cd58759-e95d-4761-bc36-dc59e134edfc,2025-01-30,West,Electronics,4,129.73
1005,8e4c3ab5-6d5d-4477-adc2-9178a0411612,2025-02-04,East,Electronics,4,125.08
1006,582b91ee-f8e8-435b-8c00-988a7ee1011a,2025-03-26,East,Toys,4,23.71
1007,61935990-abdd-4a8f-a4b0-5c89f10bce9c,2025-02-06,East,Home,2,68.81
1008,b2414482-5198-44d8-8643-3603c92a7d7c,2025-01-05,West,Clothing,3,63.51
1009,4cc57e0d-2633-4018-a883-ac6e6a944054,2025-03-24,North,Clothing,4,34.68
1010,89b5aab0-c121-49db-af12-b150605fb1eb,2025-03-19,South,Clothing,2,56.38
1011,39b02e2a-d96e-484f-bdb0-174e7938878a,2025-01-26,East,Toys,5,62.75
1012,24f43c62-b523-40de-9b87-d29c4cfd0fc1,2025-03-03,East,Toys,3,37.3
1013,0ec0713d-ea2c-4a51-b688-d11fce4758be,2025-01-04,West,Sports,3,47.67
1014,6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,2025-03-30,North,Home,3,70.89
1015,636f6e5c-2253-4706-87ad-8b268eaa5841,2025-02-11,East,Toys,2,30.54
1016,548c1d84-340d-4049-8147-65063e2bf9c9,2025-03-30,South,Electronics,3,152.1
1017,73253aa3-ec17-4298-943d-f5b3a58e83dd,2025-01-18,South,Electronics,2,144.99
1018,891f6912-17ab-4863-9efe-ef4fd8ddbbc0,2025-02-09,South,Toys,6,50.96
1019,0d31812e-30c3-4756-9453-f867b97e6224,2025-03-13,East,Home,4,74.85
1020,9adf4709-ac75-4344-a08e-149e44b9e602,2025-02-08,West,Electronics,2,138.01
1021,12a1fe7d-dfa5-4722-8a1f-c9df9a591974,2025-01-14,South,Electronics,3,103.0
1022,966be275-c2fe-4954-8dfd-9531302b7831,2025-02-01,West,Toys,4,56.15
1023,378e6510-8f10-433e-abe4-2e7db96c1163,2025-02-20,South,Clothing,4,73.92
1024,e8334da5-de95-4695-b579-c1437ab99428,2025-02-07,North,Clothing,6,57.73
1025,e8b3d763-f4ff-4f3a-8d9d-baeb553d2625,2025-01-23,North,Electronics,2,137.09
1026,30a5648e-efe9-43d0-b639-08bf03ece8ff,2025-03-04,North,Sports,1,63.29
1027,bf337a15-1e08-4f20-bdd1-51b0f64ab6ec,2025-01-15,South,Sports,1,51.02
1028,ea18d32c-7a9a-4ef5-811b-d1c4ffe3f366,2025-01-25,South,Home,5,94.67
1029,b42a2d93-9aba-4f15-b214-90623e1a963e,2025-01-17,East,Home,1,78.72
1030,3d44cb2c-ea45-4a41-a589-ada1345af934,2025-03-07,East,Electronics,2,129.03
1031,48769153-c688-43fe-9255-5c758d55119e,2025-03-19,North,Toys,2,67.31
1032,a6129a1c-889d-4b76-b75c-30b561730c48,2025-02-22,North,Clothing,3,49.17
1033,5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,2025-02-20,South,Toys,2,37.85
1034,774c0afa-7f4d-408c-a1ff-f6c08347f1da,2025-02-08,South,Home,4,103.54
1035,b8f0188e-fb37-4fae-8d85-63ca193e638d,2025-02-20,North,Sports,5,80.03
1036,51facefa-d6f8-4f7a-82fa-1da878308631,2025-03-11,North,Sports,3,59.5
1037,501ba851-5ee6-4495-b400-29c3ea11905b,2025-01-06,West,Clothing,4,45.67
1038,dd34aa18-9001-4ed4-8bb4-01e769f753f1,2025-03-08,West,Toys,3,32.08
1039,0426fcc9-255b-40e2-bdc2-b74b38a56b49,2025-01-07,North,Home,3,68.92
1040,95831d58-ef4c-4119-8da5-d39b42c21797,2025-02-20,South,Electronics,3,123.56
1041,4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,2025-03-13,South,Clothing,3,61.18
1042,3ae28023-5472-4d2d-b239-9ffb27046f25,2025-02-11,East,Sports,5,74.19
1043,3ee82983-d557-4241-91dd-b9bf613d2de9,2025-03-05,South,Clothing,2,47.39
1044,f186e47a-a794-4320-8cf6-e8b87fd238c3,2025-01-15,North,Electronics,2,118.94
1045,c36b9a0a-41e0-4a89-966a-9ce7af521b94,2025-01-29,East,Clothing,2,29.16
1046,b93b17fb-f76d-45fd-bd16-45a0d253d966,2025-02-02,South,Home,6,82.18
1047,75f8e3a8-7d97-4c0f-bd56-09c4a4461663,2025-01-27,South,Home,5,97.63
1048,5a2837b2-cb83-43f2-bb96-f6022b115c36,2025-02-05,South,Clothing,2,38.63
1049,8bea75c1-b866-47aa-a3d4-526b2b54ff7a,2025-01-29,South,Sports,3,77.25
1050,e3ad64d4-eab9-4b02-af1d-c1217d024c6d,2025-02-07,South,Electronics,5,110.83
1051,f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,2025-02-26,North,Home,1,92.04
1052,d6cd3155-08a8-4c7f-8621-38ad0f09105c,2025-01-27,South,Home,4,82.38
1053,d1682e09-f1f7-4904-9307-5157d8c128e7,2025-02-24,North,Electronics,4,126.07
1054,01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,2025-02-02,East,Sports,4,70.97
1055,a175a9c3-d7b1-42a9-a332-a50e6992896e,2025-03-09,North,Toys,5,59.92
1056,26a9e100-b509-409b-9166-58ce3b3f3800,2025-03-27,North,Home,3,85.21
1057,74bd0c93-8177-4661-b7fe-032c02571851,2025-03-07,East,Sports,3,59.42
1058,a3422e50-9e2a-4324-8f79-a8a75f8a14bd,2025-01-10,East,Toys,2,41.48
1059,e9aa144b-9dd4-4675-af14-5064aab07015,2025-01-05,West,Sports,4,64.47
1060,0406ff44-7ce4-4679-a8c6-dbc07bb3447b,2025-03-15,South,Electronics,4,122.44
1061,694d7b00-8d38-4327-883f-13c601b158e9,2025-02-07,North,Toys,3,33.7
1062,b8e19f56-8787-4a21-8448-2a220308aa5e,2025-01-13,East,Home,3,69.85
1063,49646b96-fa3c-4628-8926-21df465568b7,2025-01-31,East,Home,3,82.99
1064,b2a6e468-d02b-4243-8091-3ac10463750e,2025-02-16,North,Electronics,6,120.84
1065,f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,2025-03-29,West,Home,4,95.96
1066,eb053fc4-1b65-4dab-ade4-6e91e8e6e840,2025-02-21,North,Electronics,3,113.78
1067,3db02235-261e-4555-863e-1f2a18a806ef,2025-02-25,West,Electronics,4,90.29
1068,409e7a80-86c5-41d6-9ea9-f50831227592,2025-01-15,West,Home,5,74.54
1069,cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,2025-01-29,East,Sports,4,45.6
1070,f5948a54-5f80-4eeb-943a-9aff659b0105,2025-01-08,West,Toys,2,46.24
1071,3e42df5b-90a3-4bbf-b580-e05067f1698c,2025-01-05,East,Home,1,54.89
1072,4ccb2355-39d1-47ff-b27e-1442fd7fe973,2025-01-29,North,Toys,8,25.17
1073,14a34f7f-d90d-419b-93fb-e043af1d5a1a,2025-02-16,South,Toys,3,34.56
1074,a65f7b8a-dbb4-4021-bdde-64afa75b395a,2025-03-09,North,Sports,5,93.16
1075,67c0518b-17ef-4621-881c-79d4c27437eb,2025-03-17,South,Electronics,1,103.91
1076,79db7862-8d7d-4772-a08e-2f5c61177270,2025-02-14,East,Clothing,2,60.19
1077,b3eda8f1-026b-4383-a301-ec030e5d8c6a,2025-01-02,South,Toys,3,48.7
1078,d867888b-7ff6-4824-952a-eaec2bdfcb41,2025-01-27,South,Clothing,2,82.26
1079,54ce26be-c8cc-42c2-a518-a4186f14b3f6,2025-02-05,East,Home,1,91.67
1080,f94d8fcb-dba3-496f-ba32-3f6990dbfad6,2025-02-05,West,Clothing,2,76.41
1081,eb4d8f42-8735-40a2-a511-09611869a217,2025-01-26,North,Clothing,2,72.96
1082,e6b9d31a-361f-4d90-bad1-fa330ae4ac11,2025-02-12,South,Clothing,1,41.86
1083,9118c400-e336-4243-b139-c476de3ce88b,2025-01-27,North,Electronics,3,125.4
1084,ec95b3ac-0beb-4c34-8566-7c4879ba630a,2025-03-10,East,Home,4,92.73
1085,47c68688-ecf3-4053-af36-b8cc13087974,2025-01-20,North,Sports,3,55.65
1086,a879d8f8-9042-4eb7-8b04-0f53e63949d4,2025-01-11,East,Toys,9,31.3
1087,d9b59f84-edc3-41c3-adea-2d2d086c405f,2025-03-15,South,Electronics,2,107.95
1088,3508507a-f622-4842-8402-2b3c508211a5,2025-02-07,North,Toys,2,51.59
1089,d218c9d6-c093-4fb0-a4e9-bcfd9647ff9f,2025-01-06,West,Home,6,78.96
1090,edcabf94-65f6-4a53-9226-a8b3b674410d,2025-03-13,North,Clothing,3,55.19
1091,905f9096-2996-46e2-8c9d-690713b22cec,2025-01-23,South,Sports,2,50.77
1092,d9750f00-d5ab-48ae-9112-fbc03d8f95f4,2025-02-16,North,Sports,3,68.99
1093,8a624cbd-e582-4678-ad52-29dd639fc471,2025-03-31,South,Toys,3,31.49
1094,bd5ff093-c16f-4bcc-a243-bed754ec3f33,2025-02-15,South,Home,4,83.65
1095,b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,2025-01-12,South,Toys,4,22.86
1096,bed63da0-8033-45c2-9413-d64db962c8a7,2025-03-31,North,Electronics,2,122.67
1097,1901ef87-0dbf-4caf-988a-3f87f96d40f8,2025-01-13,South,Sports,2,63.42
1098,1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,2025-03-03,East,Sports,5,51.26
1099,9d264599-c4dd-4df5-9aec-56a857311609,2025-03-23,East,Clothing,4,40.09
1100,f80b2cea-658e-44a2-9879-cf35f4719986,2025-03-30,South,Home,3,62.34
1101,a255e1bb-0795-4c1f-938d-6b8cc607b1e9,2025-03-01,East,Toys,4,36.9
1102,735741e5-fe1a-4ba9-8896-9c5b45f8c28d,2025-02-12,North,Electronics,4,121.81
1103,8d93e14a-5b16-4158-ba67-470c7d98302f,2025-03-17,South,Electronics,2,124.05
1104,2f8c83e5-6e8d-4644-a01b-fbcbf0eebcce,2025-03-09,North,Sports,4,74.61
1105,614c721d-a921-4b4c-95fb-e976ae007b7e,2025-01-05,North,Home,1,68.62
1106,4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,2025-02-06,North,Sports,2,85.88
1107,12d15585-b68e-47fa-bf17-5534cc4d5819,2025-03-13,South,Home,4,73.37
1108,6147adeb-277b-4667-8499-d0a615007170,2025-01-31,East,Electronics,1,126.75
1109,277eb0aa-a247-441d-88ad-0899b630794d,2025-01-09,West,Sports,3,67.54
1110,5c56d9bc-5111-431d-a3be-441dbd5a0c9e,2025-02-20,North,Clothing,4,65.63
1111,f165d779-0154-4950-976d-e21f1b46ebdc,2025-01-29,East,Electronics,5,116.79
1112,c2e79a98-5c23-4d8d-b1da-35b94eea9db8,2025-03-19,West,Sports,2,75.9
1113,16591c89-21eb-4aa9-9a2b-d69c450f69ee,2025-02-09,East,Clothing,4,59.89
1114,8e969227-72e7-4b51-ae54-ac6d2ff8e87e,2025-02-10,South,Clothing,1,72.21
1115,1a7167c7-6875-4545-832f-52c48e0370cf,2025-03-27,South,Home,2,67.72
1116,8de1596c-5a9a-406a-96f1-42a206b919aa,2025-01-11,North,Sports,2,43.45
1117,c8d0f9e5-9919-45ea-98d0-0c2c17d30f32,2025-01-23,South,Sports,4,55.4
1118,0328c136-629e-43d8-9d1c-a267530ddda6,2025-01-01,East,Sports,3,86.03
1119,c777a07f-6346-44ef-a9ef-74e34ab6821c,2025-02-15,North,Electronics,1,117.68
1120,8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,2025-01-21,North,Sports,3,71.38
1121,3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,2025-03-31,East,Clothing,3,44.2
1122,af70de70-2b69-495e-8567-1b58926bffa5,2025-02-05,East,Clothing,5,60.98
1123,44d7df9a-238b-45b7-ab64-777c6177a771,2025-02-23,South,Home,4,64.66
1124,255bfc1c-7e3d-4ee4-84b6-4ec14d16f049,2025-03-28,East,Toys,6,26.86
1125,46a56fe8-6f46-41b1-aace-1aa9103246b3,2025-02-26,South,Sports,3,63.96
1126,c85cd714-7bf6-4552-8cbc-90446bcd5ce7,2025-01-01,North,Electronics,5,126.68
1127,f1b88d65-406f-44d6-9c72-aebd13b11e59,2025-03-04,South,Home,4,88.28
1128,7eece88d-a002-452a-b88c-ddde3f2086c2,2025-02-23,East,Toys,6,48.69
1129,75366b9f-320f-42c0-9dde-01889803b22e,2025-02-24,West,Electronics,1,96.18
1130,01bb819c-4dfe-4117-a2af-711f1b628a9d,2025-02-09,North,Toys,2,39.9
1131,d773f98d-550c-4fe9-a54c-11d9f2e61828,2025-01-15,South,Clothing,3,57.05
1132,dcb9075e-cdd7-4460-a140-77d39ec4ea48,2025-01-21,South,Clothing,3,37.02
1133,6e3cdd4f-55b1-45e4-b0b2-7304545cd88d,2025-02-16,South,Home,2,80.24
1134,a6aa59e5-dc08-4f29-92d3-3488d0c30018,2025-03-14,North,Electronics,4,116.24
1135,4ce953a7-22d9-4db3-982a-2277f966d59f,2025-02-22,South,Toys,7,47.67
1136,b1fead13-f280-4f1d-9a6c-0db952171c88,2025-01-09,West,Home,6,81.22
1137,2d79a2d1-506e-40c7-baa0-61e9336b00cb,2025-03-15,East,Sports,1,61.76
1138,51b30182-f7fe-404f-a5f3-0779f6ee5cdb,2025-02-21,South,Home,3,93.89
1139,a205e54f-b1e8-409d-bc20-b9f24a9c589e,2025-02-26,South,Electronics,1,86.68
1140,c82f78fd-936c-431c-b7bf-52447db2a7aa,2025-01-26,South,Electronics,4,119.04
1141,47c1c017-6045-4909-936d-47d73e0f84ce,2025-02-10,South,Clothing,2,33.55
1142,5d71a898-6497-4593-892e-8c93d105c8d6,2025-02-04,West,Toys,5,26.32
1143,33261887-9058-41df-ae9b-f3e11d27c09a,2025-03-04,West,Home,3,87.87
