shipment_id,order_id,courier,ship_date,delivered_date,status,shipping_days
1092,965,Bolt,2025-01-23,2025-01-28,Delivered,5.0
1093,966,Arrow,2025-01-10,2025-01-13,Delivered,3.0
1094,967,Cyclone,2025-02-13,2025-02-16,Delivered,3.0
1095,967,Bolt,2025-02-14,2025-02-18,Delivered,4.0
1096,968,Cyclone,2025-01-04,2025-01-05,Delivered,1.0
1097,969,Cyclone,2025-01-13,2025-01-16,Delivered,3.0
1098,970,Arrow,2025-02-09,2025-02-13,Delivered,4.0
1099,971,Cyclone,2025-01-03,2025-01-06,Delivered,3.0
1100,972,Bolt,2025-03-25,2025-03-28,Delivered,3.0
1101,973,Cyclone,2025-03-06,2025-03-09,Delivered,3.0
1102,974,Cyclone,2025-03-05,2025-03-06,Delivered,1.0
1103,975,Cyclone,2025-03-14,2025-03-16,Delivered,2.0
1104,976,Cyclone,2025-01-17,2025-01-22,Delivered,5.0
1105,977,Bolt,2025-01-09,2025-01-13,Delivered,4.0
1106,978,Bolt,2025-03-16,2025-03-19,Delivered,3.0
1107,979,Arrow,2025-01-17,2025-01-19,Delivered,2.0
1108,980,Cyclone,2025-01-24,2025-01-27,Delivered,3.0
1109,981,Cyclone,2025-02-08,,Lost,
1110,982,Cyclone,2025-02-04,2025-02-05,Delivered,1.0
1111,983,Bolt,2025-02-19,2025-02-23,Delivered,4.0
1112,983,Bolt,2025-02-20,2025-02-24,Delivered,4.0
1113,984,Cyclone,2025-03-11,2025-03-12,Delivered,1.0
1114,985,Cyclone,2025-03-04,,Returned,
1115,986,Bolt,2025-03-03,2025-03-05,Delivered,2.0
1116,986,Arrow,2025-03-03,2025-03-06,Delivered,3.0
1117,987,Cyclone,2025-02-20,2025-02-21,Delivered,1.0
1118,988,Bolt,2025-03-19,2025-03-22,Delivered,3.0
1119,989,Cyclone,2025-03-17,2025-03-18,Delivered,1.0
1120,989,Arrow,2025-03-16,,Returned,
1121,990,Cyclone,2025-01-11,2025-01-12,Delivered,1.0
1122,990,Arrow,2025-01-10,2025-01-13,Delivered,3.0
1123,991,Bolt,2025-02-04,2025-02-09,Delivered,5.0
1124,992,Arrow,2025-03-17,2025-03-20,Delivered,3.0
1125,993,Arrow,2025-02-06,2025-02-08,Delivered,2.0
1126,994,Cyclone,2025-01-02,2025-01-03,Delivered,1.0
1127,995,Cyclone,2025-02-11,2025-02-12,Delivered,1.0
1128,996,Cyclone,2025-03-06,2025-03-08,Delivered,2.0
1129,997,Arrow,2025-01-22,2025-01-24,Delivered,2.0
1130,997,Cyclone,2025-01-24,2025-01-27,Delivered,3.0
1131,998,Cyclone,2025-03-01,2025-03-02,Delivered,1.0
1132,999,Bolt,2025-03-07,2025-03-11,Delivered,4.0
1133,1000,Arrow,2025-03-14,2025-03-17,Delivered,3.0
1134,1001,Cyclone,2025-01-11,2025-01-13,Delivered,2.0
1135,1002,Bolt,2025-01-14,2025-01-18,Delivered,4.0
1136,1003,Cyclone,2025-03-01,,Returned,
1137,1004,Cyclone,2025-01-30,2025-02-03,Delivered,4.0
1138,1005,Bolt,2025-02-04,2025-02-06,Delivered,2.0
1139,1006,Arrow,2025-03-27,2025-03-31,Delivered,4.0
1140,1007,Bolt,2025-02-07,2025-02-11,Delivered,4.0
1141,1008,Bolt,2025-01-05,2025-01-09,Delivered,4.0
1142,1009,Cyclone,2025-03-24,2025-03-25,Delivered,1.0
1143,1010,Cyclone,2025-03-19,2025-03-21,Delivered,2.0
1144,1011,Bolt,2025-01-27,2025-01-30,Delivered,3.0
1145,1012,Cyclone,2025-03-05,2025-03-06,Delivered,1.0
1146,1013,Arrow,2025-01-05,2025-01-06,Delivered,1.0
1147,1014,Cyclone,2025-04-01,2025-04-02,Delivered,1.0
1148,1015,Bolt,2025-02-12,2025-02-14,Delivered,2.0
1149,1016,Arrow,2025-03-30,2025-04-03,Delivered,4.0
1150,1017,Bolt,2025-01-20,2025-01-23,Delivered,3.0
1151,1018,Arrow,2025-02-09,2025-02-11,Delivered,2.0
1152,1019,Bolt,2025-03-14,2025-03-16,Delivered,2.0
1153,1020,Cyclone,2025-02-10,2025-02-13,Delivered,3.0
1154,1021,Arrow,2025-01-16,2025-01-20,Delivered,4.0
1155,1022,Bolt,2025-02-03,2025-02-08,Delivered,5.0
1156,1023,Cyclone,2025-02-21,2025-02-22,Delivered,1.0
1157,1024,Arrow,2025-02-09,2025-02-10,Delivered,1.0
1158,1025,Cyclone,2025-01-23,2025-01-24,Delivered,1.0
1159,1026,Arrow,2025-03-06,2025-03-09,Delivered,3.0
1160,1027,Cyclone,2025-01-17,2025-01-18,Delivered,1.0
1161,1028,Arrow,2025-01-25,2025-01-28,Delivered,3.0
1162,1029,Bolt,2025-01-19,2025-01-23,Delivered,4.0
1163,1029,Bolt,2025-01-18,,Returned,
1164,1030,Arrow,2025-03-07,2025-03-10,Delivered,3.0
1165,1031,Arrow,2025-03-19,2025-03-23,Delivered,4.0
1166,1032,Cyclone,2025-02-23,,Returned,
1167,1032,Arrow,2025-02-23,,Returned,
1168,1033,Bolt,2025-02-20,,Returned,
1169,1034,Arrow,2025-02-08,2025-02-12,Delivered,4.0
1170,1035,Bolt,2025-02-21,2025-02-24,Delivered,3.0
1171,1036,Cyclone,2025-03-13,2025-03-15,Delivered,2.0
1172,1037,Arrow,2025-01-07,2025-01-09,Delivered,2.0
1173,1037,Cyclone,2025-01-08,2025-01-09,Delivered,1.0
1174,1038,Cyclone,2025-03-10,2025-03-12,Delivered,2.0
1175,1039,Arrow,2025-01-07,2025-01-10,Delivered,3.0
1176,1040,Arrow,2025-02-21,2025-02-26,Delivered,5.0
1177,1041,Arrow,2025-03-14,2025-03-15,Delivered,1.0
1178,1042,Arrow,2025-02-11,2025-02-14,Delivered,3.0
1179,1043,Bolt,2025-03-06,2025-03-07,Delivered,1.0
1180,1044,Arrow,2025-01-15,2025-01-18,Delivered,3.0
1181,1045,Bolt,2025-01-30,2025-02-03,Delivered,4.0
1182,1046,Arrow,2025-02-04,2025-02-07,Delivered,3.0
1183,1047,Cyclone,2025-01-28,2025-01-30,Delivered,2.0
1184,1048,Bolt,2025-02-07,2025-02-11,Delivered,4.0
1185,1048,Bolt,2025-02-06,2025-02-10,Delivered,4.0
1186,1049,Cyclone,2025-01-29,2025-01-30,Delivered,1.0
1187,1050,Bolt,2025-02-07,2025-02-12,Delivered,5.0
1188,1051,Arrow,2025-02-28,2025-03-03,Delivered,3.0
1189,1052,Bolt,2025-01-28,2025-01-31,Delivered,3.0
1190,1053,Arrow,2025-02-24,2025-02-26,Delivered,2.0
1191,1054,Cyclone,2025-02-04,2025-02-06,Delivered,2.0
1192,1055,Bolt,2025-03-11,2025-03-15,Delivered,4.0
1193,1056,Arrow,2025-03-28,2025-03-30,Delivered,2.0
1194,1057,Bolt,2025-03-09,2025-03-14,Delivered,5.0
1195,1058,Arrow,2025-01-10,2025-01-13,Delivered,3.0
1196,1059,Cyclone,2025-01-06,2025-01-09,Delivered,3.0
1197,1060,Bolt,2025-03-15,2025-03-19,Delivered,4.0
1198,1061,Arrow,2025-02-09,2025-02-12,Delivered,3.0
1199,1062,Arrow,2025-01-15,2025-01-19,Delivered,4.0
1200,1063,Arrow,2025-01-31,2025-02-01,Delivered,1.0
1201,1064,Arrow,2025-02-17,2025-02-19,Delivered,2.0
1202,1065,Bolt,2025-03-30,2025-04-02,Delivered,3.0
1203,1065,Arrow,2025-03-29,2025-03-31,Delivered,2.0
1204,1066,Bolt,2025-02-23,2025-02-27,Delivered,4.0
1205,1067,Bolt,2025-02-26,2025-03-03,Delivered,5.0
1206,1068,Cyclone,2025-01-17,2025-01-19,Delivered,2.0
1207,1069,Cyclone,2025-01-30,2025-01-31,Delivered,1.0
1208,1069,Bolt,2025-01-29,2025-02-01,Delivered,3.0
1209,1070,Arrow,2025-01-08,2025-01-09,Delivered,1.0
1210,1071,Bolt,2025-01-07,2025-01-11,Delivered,4.0
1211,1072,Bolt,2025-01-31,2025-02-03,Delivered,3.0
1212,1073,Cyclone,2025-02-16,2025-02-17,Delivered,1.0
1213,1074,Cyclone,2025-03-11,2025-03-12,Delivered,1.0
1214,1075,Bolt,2025-03-17,2025-03-22,Delivered,5.0
1215,1075,Bolt,2025-03-19,2025-03-23,Delivered,4.0
1216,1076,Arrow,2025-02-14,2025-02-15,Delivered,1.0
1217,1077,Bolt,2025-01-02,2025-01-05,Delivered,3.0
1218,1078,Cyclone,2025-01-29,2025-01-30,Delivered,1.0
1219,1079,Bolt,2025-02-06,,Returned,
1220,1080,Cyclone,2025-02-07,2025-02-09,Delivered,2.0
1221,1081,Cyclone,2025-01-27,2025-01-28,Delivered,1.0
1222,1082,Arrow,2025-02-12,,Returned,
1223,1083,Cyclone,2025-01-28,2025-01-29,Delivered,1.0
1224,1084,Arrow,2025-03-11,2025-03-16,Delivered,5.0
1225,1085,Cyclone,2025-01-22,2025-01-24,Delivered,2.0
1226,1086,Arrow,2025-01-11,2025-01-13,Delivered,2.0
1227,1087,Arrow,2025-03-15,2025-03-17,Delivered,2.0
1228,1088,Cyclone,2025-02-09,2025-02-10,Delivered,1.0
1229,1088,Cyclone,2025-02-09,2025-02-12,Delivered,3.0
1230,1089,Cyclone,2025-01-08,2025-01-12,Delivered,4.0
1231,1090,Bolt,2025-03-13,2025-03-17,Delivered,4.0
1232,1090,Cyclone,2025-03-14,2025-03-16,Delivered,2.0
1233,1091,Cyclone,2025-01-24,2025-01-25,Delivered,1.0
1234,1092,Cyclone,2025-02-16,2025-02-18,Delivered,2.0
1235,1093,Cyclone,2025-03-31,2025-04-01,Delivered,1.0
1236,1094,Arrow,2025-02-15,2025-02-17,Delivered,2.0
1237,1095,Cyclone,2025-01-14,2025-01-15,Delivered,1.0
1238,1096,Cyclone,2025-03-31,2025-04-01,Delivered,1.0
1239,1097,Bolt,2025-01-13,2025-01-15,Delivered,2.0
1240,1097,Cyclone,2025-01-14,2025-01-16,Delivered,2.0
1241,1098,Cyclone,2025-03-03,2025-03-05,Delivered,2.0
1242,1099,Bolt,2025-03-23,2025-03-24,Delivered,1.0
1243,1099,Arrow,2025-03-25,,Lost,
1244,1100,Cyclone,2025-03-30,2025-04-01,Delivered,2.0
1245,1101,Bolt,2025-03-01,2025-03-08,Delivered,7.0
1246,1101,Bolt,2025-03-02,2025-03-06,Delivered,4.0
1247,1102,Cyclone,2025-02-13,2025-02-14,Delivered,1.0
1248,1103,Arrow,2025-03-17,2025-03-20,Delivered,3.0
1249,1104,Bolt,2025-03-09,2025-03-13,Delivered,4.0
1250,1105,Bolt,2025-01-07,2025-01-10,Delivered,3.0
1251,1105,Arrow,2025-01-05,2025-01-07,Delivered,2.0
1252,1106,Cyclone,2025-02-06,2025-02-09,Delivered,3.0
1253,1107,Cyclone,2025-03-15,2025-03-16,Delivered,1.0
1254,1108,Bolt,2025-02-02,2025-02-05,Delivered,3.0
1255,1109,Bolt,2025-01-11,2025-01-15,Delivered,4.0
1256,1110,Bolt,2025-02-21,,Returned,
1257,1111,Cyclone,2025-01-30,2025-02-01,Delivered,2.0
1258,1112,Cyclone,2025-03-19,2025-03-20,Delivered,1.0
1259,1113,Bolt,2025-02-11,2025-02-14,Delivered,3.0
1260,1113,Arrow,2025-02-09,2025-02-10,Delivered,1.0
1261,1114,Cyclone,2025-02-12,2025-02-13,Delivered,1.0
1262,1115,Arrow,2025-03-27,2025-03-31,Delivered,4.0
1263,1116,Arrow,2025-01-13,2025-01-15,Delivered,2.0
1264,1117,Arrow,2025-01-24,2025-01-25,Delivered,1.0
1265,1118,Bolt,2025-01-01,2025-01-05,Delivered,4.0
1266,1119,Cyclone,2025-02-16,2025-02-17,Delivered,1.0
1267,1120,Bolt,2025-01-23,,Returned,
1268,1121,Arrow,2025-04-01,2025-04-03,Delivered,2.0
1269,1122,Arrow,2025-02-05,2025-02-06,Delivered,1.0
1270,1123,Cyclone,2025-02-24,2025-02-25,Delivered,1.0
1271,1124,Arrow,2025-03-29,2025-04-03,Delivered,5.0
1272,1125,Bolt,2025-02-26,2025-03-02,Delivered,4.0
1273,1126,Arrow,2025-01-01,2025-01-04,Delivered,3.0
1274,1127,Arrow,2025-03-04,2025-03-06,Delivered,2.0
1275,1128,Arrow,2025-02-25,2025-02-26,Delivered,1.0
1276,1128,Bolt,2025-02-23,2025-02-26,Delivered,3.0
1277,1129,Cyclone,2025-02-25,2025-02-27,Delivered,2.0
1278,1130,Arrow,2025-02-09,2025-02-10,Delivered,1.0
1279,1131,Bolt,2025-01-15,2025-01-18,Delivered,3.0
1280,1132,Cyclone,2025-01-22,2025-01-23,Delivered,1.0
1281,1133,Arrow,2025-02-16,2025-02-20,Delivered,4.0
1282,1134,Bolt,2025-03-14,2025-03-16,Delivered,2.0
1283,1134,Arrow,2025-03-14,2025-03-17,Delivered,3.0
1284,1135,Cyclone,2025-02-23,2025-02-24,Delivered,1.0
1285,1136,Cyclone,2025-01-10,2025-01-13,Delivered,3.0
1286,1137,Cyclone,2025-03-15,2025-03-17,Delivered,2.0
1287,1138,Arrow,2025-02-22,2025-02-25,Delivered,3.0
1288,1139,Arrow,2025-02-27,2025-03-02,Delivered,3.0
1289,1140,Cyclone,2025-01-27,2025-01-29,Delivered,2.0
1290,1141,Bolt,2025-02-10,2025-02-12,Delivered,2.0
1291,1142,Cyclone,2025-02-05,2025-02-06,Delivered,1.0
1292,1143,Cyclone,2025-03-04,2025-03-05,Delivered,1.0
1293,1144,Cyclone,2025-01-26,2025-01-27,Delivered,1.0
1294,1145,Cyclone,2025-04-01,2025-04-02,Delivered,1.0
1295,1146,Bolt,2025-03-17,2025-03-22,Delivered,5.0
1296,1147,Cyclone,2025-02-08,2025-02-09,Delivered,1.0
1297,1148,Cyclone,2025-01-03,2025-01-05,Delivered,2.0
1298,1149,Bolt,2025-01-07,2025-01-10,Delivered,3.0
1299,1150,Bolt,2025-03-24,,Returned,
1300,1151,Cyclone,2025-02-05,2025-02-06,Delivered,1.0
1301,1152,Arrow,2025-01-19,2025-01-22,Delivered,3.0
1302,1153,Cyclone,2025-02-13,2025-02-14,Delivered,1.0
1303,1154,Bolt,2025-02-28,2025-03-01,Delivered,1.0
1304,1154,Arrow,2025-03-02,2025-03-05,Delivered,3.0
1305,1155,Bolt,2025-02-20,2025-02-26,Delivered,6.0
1306,1156,Arrow,2025-02-23,2025-02-24,Delivered,1.0
1307,1157,Bolt,2025-01-25,2025-01-31,Delivered,6.0
1308,1158,Cyclone,2025-01-27,2025-01-29,Delivered,2.0
1309,1159,Bolt,2025-03-14,2025-03-15,Delivered,1.0
1310,1159,Bolt,2025-03-14,2025-03-17,Delivered,3.0
1311,1160,Cyclone,2025-02-22,2025-02-23,Delivered,1.0
1312,1160,Arrow,2025-02-21,2025-02-23,Delivered,2.0
1313,1161,Bolt,2025-03-12,2025-03-17,Delivered,5.0
1314,1161,Cyclone,2025-03-13,,Returned,
1315,1162,Arrow,2025-03-31,2025-04-03,Delivered,3.0
1316,1163,Arrow,2025-02-03,2025-02-05,Delivered,2.0
1317,1164,Cyclone,2025-02-18,2025-02-21,Delivered,3.0
1318,1165,Cyclone,2025-01-31,,Returned,
1319,1166,Arrow,2025-03-04,2025-03-07,Delivered,3.0
1320,1167,Bolt,2025-01-23,2025-01-24,Delivered,1.0
1321,1168,Arrow,2025-01-27,2025-01-29,Delivered,2.0
1322,1169,Arrow,2025-01-30,2025-02-05,Delivered,6.0
1323,1170,Arrow,2025-03-26,2025-03-29,Delivered,3.0
1324,1171,Bolt,2025-02-20,2025-02-21,Delivered,1.0
1325,1172,Cyclone,2025-03-13,,Lost,
1326,1173,Arrow,2025-03-22,2025-03-24,Delivered,2.0
1327,1174,Arrow,2025-03-26,2025-03-28,Delivered,2.0
1328,1175,Bolt,2025-02-18,2025-02-24,Delivered,6.0
1329,1176,Cyclone,2025-01-22,2025-01-23,Delivered,1.0
1330,1177,Bolt,2025-03-29,2025-04-01,Delivered,3.0
1331,1178,Cyclone,2025-03-04,2025-03-06,Delivered,2.0
1332,1179,Bolt,2025-03-03,2025-03-09,Delivered,6.0
1333,1180,Cyclone,2025-02-20,2025-02-23,Delivered,3.0
1334,1180,Bolt,2025-02-18,2025-02-23,Delivered,5.0
1335,1181,Bolt,2025-03-12,2025-03-15,Delivered,3.0
1336,1182,Bolt,2025-01-03,2025-01-09,Delivered,6.0
1337,1183,Arrow,2025-01-14,2025-01-19,Delivered,5.0
1338,1184,Arrow,2025-03-29,2025-03-31,Delivered,2.0
1339,1185,Arrow,2025-02-22,2025-02-24,Delivered,2.0
1340,1186,Cyclone,2025-02-25,2025-02-26,Delivered,1.0
1341,1187,Bolt,2025-03-24,2025-03-28,Delivered,4.0
1342,1188,Arrow,2025-03-03,2025-03-04,Delivered,1.0
1343,1189,Bolt,2025-02-03,2025-02-07,Delivered,4.0
1344,1190,Arrow,2025-01-30,2025-02-04,Delivered,5.0
1345,1191,Cyclone,2025-01-30,2025-01-31,Delivered,1.0
1346,1192,Bolt,2025-02-19,2025-02-22,Delivered,3.0
1347,1193,Bolt,2025-02-16,2025-02-20,Delivered,4.0
1348,1194,Cyclone,2025-01-30,2025-01-31,Delivered,1.0
1349,1195,Bolt,2025-01-18,,Returned,
1350,1196,Bolt,2025-02-11,2025-02-14,Delivered,3.0
1351,1197,Cyclone,2025-01-20,2025-01-21,Delivered,1.0
1352,1198,Arrow,2025-01-20,2025-01-23,Delivered,3.0
1353,1199,Cyclone,2025-01-02,2025-01-03,Delivered,1.0
1354,1200,Arrow,2025-03-20,2025-03-24,Delivered,4.0
1355,1201,Arrow,2025-02-17,2025-02-18,Delivered,1.0
1356,1202,Cyclone,2025-03-08,2025-03-09,Delivered,1.0
1357,1203,Arrow,2025-02-07,2025-02-11,Delivered,4.0
1358,1203,Bolt,2025-02-07,2025-02-10,Delivered,3.0
1359,1204,Cyclone,2025-02-20,,Returned,
1360,1204,Arrow,2025-02-22,2025-02-23,Delivered,1.0
1361,1205,Arrow,2025-03-04,2025-03-06,Delivered,2.0
1362,1205,Arrow,2025-03-06,2025-03-09,Delivered,3.0
1363,1206,Bolt,2025-01-05,2025-01-09,Delivered,4.0
1364,1207,Cyclone,2025-01-03,2025-01-04,Delivered,1.0
1365,1208,Cyclone,2025-01-09,2025-01-11,Delivered,2.0
1366,1209,Cyclone,2025-01-31,2025-02-02,Delivered,2.0
1367,1210,Arrow,2025-02-24,2025-02-28,Delivered,4.0
1368,1211,Bolt,2025-01-05,2025-01-06,Delivered,1.0
1369,1212,Cyclone,2025-02-02,2025-02-04,Delivered,2.0
1370,1212,Cyclone,2025-02-01,2025-02-02,Delivered,1.0
1371,1213,Bolt,2025-01-10,2025-01-13,Delivered,3.0
1372,1214,Cyclone,2025-03-16,2025-03-18,Delivered,2.0
1373,1214,Cyclone,2025-03-16,2025-03-18,Delivered,2.0
1374,1215,Arrow,2025-03-24,,Returned,
1375,1216,Arrow,2025-02-03,2025-02-04,Delivered,1.0
1376,1216,Cyclone,2025-02-05,2025-02-06,Delivered,1.0
1377,1217,Arrow,2025-03-28,2025-03-29,Delivered,1.0
1378,1217,Cyclone,2025-03-29,2025-03-31,Delivered,2.0
1379,1218,Bolt,2025-02-26,2025-03-01,Delivered,3.0
1380,1219,Bolt,2025-02-01,2025-02-05,Delivered,4.0
1381,1220,Bolt,2025-02-19,2025-02-21,Delivered,2.0
1382,1220,Bolt,2025-02-20,2025-02-23,Delivered,3.0
1383,1221,Cyclone,2025-01-08,2025-01-09,Delivered,1.0
1384,1222,Cyclone,2025-01-10,2025-01-13,Delivered,3.0
1385,1223,Arrow,2025-03-06,2025-03-11,Delivered,5.0
1386,1224,Cyclone,2025-02-26,2025-02-27,Delivered,1.0
1387,1225,Arrow,2025-03-09,2025-03-13,Delivered,4.0
1388,1226,Bolt,2025-03-31,2025-04-03,Delivered,3.0
1389,1227,Arrow,2025-03-29,2025-04-01,Delivered,3.0
1390,1228,Cyclone,2025-03-02,2025-03-03,Delivered,1.0
1391,1229,Bolt,2025-03-14,2025-03-17,Delivered,3.0
1392,1230,Cyclone,2025-02-25,2025-02-27,Delivered,2.0
1393,1231,Cyclone,2025-03-09,2025-03-10,Delivered,1.0
1394,1232,Arrow,2025-02-22,2025-02-27,Delivered,5.0
1395,1233,Arrow,2025-01-09,2025-01-10,Delivered,1.0
1396,1234,Cyclone,2025-02-03,2025-02-04,Delivered,1.0
1397,1235,Bolt,2025-02-04,2025-02-07,Delivered,3.0
1398,1236,Arrow,2025-03-31,2025-04-04,Delivered,4.0
1399,1237,Bolt,2025-03-20,2025-03-24,Delivered,4.0
1400,1238,Cyclone,2025-02-01,2025-02-03,Delivered,2.0
1401,1239,Arrow,2025-02-16,2025-02-19,Delivered,3.0
1402,1240,Bolt,2025-01-16,2025-01-20,Delivered,4.0
1403,1241,Arrow,2025-03-10,2025-03-13,Delivered,3.0
1404,1241,Cyclone,2025-03-10,2025-03-11,Delivered,1.0
1405,1242,Cyclone,2025-02-06,2025-02-08,Delivered,2.0
1406,1242,Bolt,2025-02-06,2025-02-08,Delivered,2.0
1407,1243,Bolt,2025-02-23,2025-02-26,Delivered,3.0
1408,1244,Arrow,2025-03-26,2025-03-27,Delivered,1.0
1409,1245,Bolt,2025-01-14,2025-01-15,Delivered,1.0
1410,1246,Cyclone,2025-02-24,2025-02-25,Delivered,1.0
1411,1247,Cyclone,2025-02-18,2025-02-20,Delivered,2.0
1412,1248,Cyclone,2025-03-23,2025-03-24,Delivered,1.0
1413,1248,Cyclone,2025-03-24,2025-03-27,Delivered,3.0
1414,1249,Cyclone,2025-01-09,2025-01-10,Delivered,1.0
1415,1249,Bolt,2025-01-07,2025-01-10,Delivered,3.0
1416,1250,Bolt,2025-03-15,2025-03-17,Delivered,2.0
1417,1250,Arrow,2025-03-17,2025-03-21,Delivered,4.0
1418,1251,Bolt,2025-01-09,2025-01-11,Delivered,2.0
1419,1252,Cyclone,2025-02-02,2025-02-04,Delivered,2.0
1420,1253,Bolt,2025-01-23,2025-01-26,Delivered,3.0
1421,1254,Bolt,2025-03-27,2025-03-31,Delivered,4.0
1422,1255,Bolt,2025-01-19,2025-01-21,Delivered,2.0
1423,1255,Bolt,2025-01-20,2025-01-22,Delivered,2.0
1424,1256,Bolt,2025-01-20,2025-01-22,Delivered,2.0
1425,1257,Bolt,2025-02-07,2025-02-11,Delivered,4.0
1426,1258,Cyclone,2025-01-29,2025-01-30,Delivered,1.0
1427,1259,Bolt,2025-03-01,,Returned,
1428,1260,Cyclone,2025-03-24,2025-03-26,Delivered,2.0
1429,1260,Bolt,2025-03-24,2025-03-29,Delivered,5.0
1430,1261,Cyclone,2025-01-04,2025-01-05,Delivered,1.0
1431,1262,Bolt,2025-01-02,2025-01-05,Delivered,3.0
1432,1262,Arrow,2025-01-01,,Lost,
1433,1263,Cyclone,2025-02-18,2025-02-21,Delivered,3.0
1434,1264,Bolt,2025-03-10,2025-03-13,Delivered,3.0
1435,1265,Arrow,2025-01-22,2025-01-24,Delivered,2.0
1436,1266,Bolt,2025-01-12,2025-01-15,Delivered,3.0
1437,1266,Bolt,2025-01-12,2025-01-17,Delivered,5.0
1438,1267,Bolt,2025-01-04,2025-01-09,Delivered,5.0
1439,1268,Arrow,2025-03-10,2025-03-13,Delivered,3.0
1440,1268,Arrow,2025-03-08,2025-03-09,Delivered,1.0
1441,1269,Cyclone,2025-03-28,2025-03-29,Delivered,1.0
1442,1270,Bolt,2025-01-14,2025-01-16,Delivered,2.0
1443,1271,Arrow,2025-01-20,,Returned,
1444,1271,Bolt,2025-01-20,2025-01-24,Delivered,4.0
1445,1272,Cyclone,2025-01-07,2025-01-08,Delivered,1.0
1446,1273,Bolt,2025-02-06,2025-02-10,Delivered,4.0
1447,1274,Arrow,2025-02-09,2025-02-14,Delivered,5.0
1448,1275,Bolt,2025-01-11,2025-01-13,Delivered,2.0
1449,1276,Cyclone,2025-02-24,2025-02-26,Delivered,2.0
1450,1277,Arrow,2025-02-13,2025-02-15,Delivered,2.0
1451,1278,Arrow,2025-03-28,2025-03-30,Delivered,2.0
1452,1279,Arrow,2025-01-26,2025-01-28,Delivered,2.0
1453,1280,Bolt,2025-03-24,2025-03-28,Delivered,4.0
1454,1280,Bolt,2025-03-23,2025-03-27,Delivered,4.0
1455,1281,Arrow,2025-03-15,2025-03-17,Delivered,2.0
1456,1282,Bolt,2025-01-31,2025-02-03,Delivered,3.0
1457,1283,Bolt,2025-03-02,2025-03-07,Delivered,5.0
1458,1284,Bolt,2025-03-28,2025-03-30,Delivered,2.0
1459,1285,Arrow,2025-03-24,2025-03-27,Delivered,3.0
1460,1286,Bolt,2025-03-22,,Returned,
1461,1287,Arrow,2025-01-16,2025-01-18,Delivered,2.0
1462,1288,Arrow,2025-01-10,,Returned,
1463,1289,Bolt,2025-02-09,2025-02-11,Delivered,2.0
1464,1290,Cyclone,2025-03-09,2025-03-12,Delivered,3.0
1465,1291,Bolt,2025-01-26,2025-01-31,Delivered,5.0
1466,1292,Bolt,2025-03-14,2025-03-17,Delivered,3.0
1467,1293,Cyclone,2025-01-23,2025-01-24,Delivered,1.0
1468,1294,Arrow,2025-01-04,2025-01-06,Delivered,2.0
1469,1295,Cyclone,2025-01-28,2025-01-29,Delivered,1.0
1470,1296,Arrow,2025-03-01,2025-03-04,Delivered,3.0
1471,1297,Arrow,2025-01-31,,Returned,
1472,1298,Bolt,2025-03-30,2025-04-02,Delivered,3.0
1473,1299,Cyclone,2025-02-06,2025-02-08,Delivered,2.0
1474,1300,Cyclone,2025-03-18,2025-03-19,Delivered,1.0
1475,1301,Bolt,2025-03-12,2025-03-15,Delivered,3.0
1476,1302,Bolt,2025-01-20,2025-01-24,Delivered,4.0
1477,1303,Cyclone,2025-03-26,2025-03-28,Delivered,2.0
1478,1304,Cyclone,2025-02-11,2025-02-15,Delivered,4.0
1479,1305,Cyclone,2025-02-10,2025-02-13,Delivered,3.0
1480,1306,Cyclone,2025-02-08,2025-02-11,Delivered,3.0
1481,1306,Bolt,2025-02-08,2025-02-10,Delivered,2.0
1482,1307,Arrow,2025-02-03,2025-02-04,Delivered,1.0
1483,1308,Bolt,2025-01-18,2025-01-21,Delivered,3.0
1484,1309,Arrow,2025-02-06,2025-02-07,Delivered,1.0
1485,1310,Bolt,2025-01-27,2025-01-28,Delivered,1.0
1486,1311,Arrow,2025-03-18,2025-03-24,Delivered,6.0
1487,1312,Arrow,2025-03-29,2025-03-30,Delivered,1.0
1488,1313,Arrow,2025-03-27,,Returned,
1489,1314,Bolt,2025-03-27,2025-03-30,Delivered,3.0
1490,1315,Cyclone,2025-01-27,2025-01-28,Delivered,1.0
1491,1315,Bolt,2025-01-29,2025-02-02,Delivered,4.0
1492,1316,Cyclone,2025-02-26,2025-02-28,Delivered,2.0
1493,1317,Cyclone,2025-01-31,2025-02-01,Delivered,1.0
1494,1318,Arrow,2025-01-07,2025-01-08,Delivered,1.0
1495,1319,Bolt,2025-02-10,2025-02-12,Delivered,2.0
1496,1320,Cyclone,2025-01-13,2025-01-14,Delivered,1.0
1497,1321,Arrow,2025-02-22,2025-02-24,Delivered,2.0
1498,1322,Arrow,2025-03-12,2025-03-15,Delivered,3.0
1499,1322,Cyclone,2025-03-14,,Returned,
1500,1323,Arrow,2025-01-10,2025-01-16,Delivered,6.0
1501,1324,Arrow,2025-02-14,2025-02-17,Delivered,3.0
1502,1325,Cyclone,2025-01-19,2025-01-22,Delivered,3.0
1503,1326,Bolt,2025-01-28,2025-02-01,Delivered,4.0
1504,1327,Bolt,2025-03-28,2025-03-29,Delivered,1.0
1505,1328,Bolt,2025-03-04,2025-03-07,Delivered,3.0
1506,1329,Arrow,2025-02-17,2025-02-20,Delivered,3.0
